,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,PvP01_10_v1,141144,141343,3,[  1   2   1 104   2 274  30   1   3   2 195],"[0, 1, 2, 7, 9]","[4, 7, 8]","[0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.16910569105691056, 0.0032520325203252032, 0.44552845528455287, 0.04878048780487805, 0.0016260162601626016, 0.004878048780487805, 0.0032520325203252032, 0.3170731707317073]",11,1.285460788163927,0.6699292749025052
1,PvP01_10_v1,141194,141393,1,[  4 105   2 504],[0],[2],"[0.0065040650406504065, 0.17073170731707318, 0.0032520325203252032, 0.8195121951219512]",4,0.5162958488144704,0.2991975675854319
2,PvP01_10_v1,143144,143343,1,[  1 542   4  68],[0],[2],"[0.0016260162601626016, 0.8813008130081301, 0.0065040650406504065, 0.11056910569105691]",4,0.3980354805272608,0.21103840306695743
3,PvP01_10_v1,143244,143443,2,[  1 318   1 223   2   2  34   1  33],[0],"[2, 4, 5, 7]","[0.0016260162601626016, 0.5170731707317073, 0.0016260162601626016, 0.36260162601626017, 0.0032520325203252032, 0.0032520325203252032, 0.055284552845528454, 0.0016260162601626016, 0.05365853658536585]",9,1.094491794884102,0.5951906933703484
4,PvP01_10_v1,143344,143543,1,[355   4 256],[],[1],"[0.5772357723577236, 0.0065040650406504065, 0.416260162601626]",3,0.7147728068390053,0.49348403727939716
5,PvP01_10_v1,145044,145243,1,[  1 524   3  87],[0],[2],"[0.0016260162601626016, 0.8520325203252033, 0.004878048780487805, 0.14146341463414633]",4,0.44950603077695817,0.25400224733954657
6,PvP01_10_v1,145094,145293,2,[  1   1 499   1  23   1   1   1  17  70],"[0, 1]","[3, 5, 6, 7]","[0.0016260162601626016, 0.0016260162601626016, 0.8113821138211382, 0.0016260162601626016, 0.03739837398373984, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.027642276422764227, 0.11382113821138211]",10,0.7016773856296251,0.32652521647167676
7,PvP01_10_v1,145144,145343,4,[  1   1   1 234   1   4 259   1  20   1   2   1   1   1   5  12  69   1],"[0, 1, 2]","[0, 4, 5, 7, 9, 11, 12, 13]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.3804878048780488, 0.0016260162601626016, 0.0065040650406504065, 0.4211382113821138, 0.0016260162601626016, 0.032520325203252036, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.008130081300813009, 0.01951219512195122, 0.11219512195121951, 0.0016260162601626016]",18,1.3604366671115602,0.6637001784651992
8,PvP01_10_v1,145194,145393,5,"[  1   1   1 231   3   1   1   3   4   1 254   1  20   1   2   1   1   1
   5  12  68   1   1]","[0, 1, 2]","[0, 5, 6, 7, 9, 11, 13, 15, 16, 17]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.375609756097561, 0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.0065040650406504065, 0.0016260162601626016, 0.41300813008130083, 0.0016260162601626016, 0.032520325203252036, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.008130081300813009, 0.01951219512195122, 0.11056910569105691, 0.0016260162601626016, 0.0016260162601626016]",23,1.4429039275243518,0.6744768325732037
9,PvP01_10_v1,145244,145443,4,[  1   1 237   3   1   1   3   1   4   1 266   1   1  89   1   1   3],"[0, 1]","[4, 5, 6, 7, 9, 11, 12, 15]","[0.0016260162601626016, 0.0016260162601626016, 0.3853658536585366, 0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.0016260162601626016, 0.0065040650406504065, 0.0016260162601626016, 0.432520325203252, 0.0016260162601626016, 0.0016260162601626016, 0.14471544715447154, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805]",17,1.224774143361622,0.6433366382444312
